PageName,Post,Date,Shares,Likes,Comments,Haha,Love,Wow,Angry
Police Service Pakistan,"Ø¢Ù¾ Ú©Ùˆ Ú©ÛŒØ§ Ù„Ú¯ØªØ§ ÛÛ’ Ú©ÛŒØ§ ÛŒÛ Ø§ÛŒÚ© Ø§Ú†Ú¾Ø§ ÙÛŒØµÙ„Û ÛÙˆÚ¯Ø§ØŸ
Ø§Ú¯Ø± Ø§ÛŒÚ© Ø·Ø±Ù Ø¨Ú¾Ø±ØªÛŒØ§Úº Ø²ÛŒØ§Ø¯Û Ø¢Ø¦ÛŒÚº Ú¯ÛŒ ØªÙˆ Ø¯ÙˆØ³Ø±ÛŒ Ø·Ø±Ù Ø§Ù† Ù„ÙˆÚ¯ÙˆÚº Ú©Ùˆ Ø¬Ù„Ø¯ÛŒ Ø±ÛŒÙ¹Ø§Ø¦Ø± Ú©ÛŒØ§ Ø¬Ø§Ø¦Û’ Ú¯Ø§ Ø¬Ù†Ú©Ùˆ Ø¬Ø§Ø¨ Ú©ÛŒ Ø³Ø®Øª Ø¶Ø±ÙˆØ±Øª ÛÛ’...
#IG  #Punjab #Police #Pakistan",17/10/2016,8,5,0,0,0,0,0
Police Service Pakistan,"Ù¾Ø§Ú©Ø³ØªØ§Ù† Ù¾ÙˆÙ„ÛŒØ³ Ø³Ø±ÙˆØ³ PSP Ú©Û’ SSP Ù…Ø³Ù¹Ø± Ø±Ø§Ùˆ Ø§Ù†ÙˆØ§Ø± Ú©Ùˆ Ø¨Ø­Ø§Ù„ Ú©Ø±Ø¯ÛŒØ§ Ú¯ÛŒØ§ØŒ Ø±Ø§Ùˆ Ø§Ù†ÙˆØ§Ø± Ú©ÛŒ Ø¨Ø­Ø§Ù„ÛŒ Ú©Ø§ Ù†ÙˆÙ¹ÛŒÙÚ©ÛŒØ´Ù† Ú©Ú†Ú¾ Ø¯ÛŒØ± Ù…ÛŒÚº Ø¬Ø§Ø±ÛŒ Ú©ÛŒØ§ Ø¬Ø§Ø¦ÛŒÚ¯Ø§ Ø§ÙˆØ± Ø±Ø§Ùˆ Ø§Ù†ÙˆØ§Ø± Ú©Ùˆ Ø¬Ù„Ø¯ Ø§ÛÙ… Ø¹ÛØ¯Û’ ÛØ± ÙØ§Ø¦Ø² Ú©Ø±Ø¯ÛŒØ§ Ø¬Ø§Ø¦ÛŒÚ¯Ø§ØŒ 
Ø±Ø§Ùˆ Ø§Ù†ÙˆØ§Ø± Ú©Ùˆ Ø®ÙˆØ§Ø¬Û Ø§Ø¸ÛØ§Ø± Ú©ÛŒ Ú¯Ø±ÙØªØ§Ø±ÛŒ Ú©Û’ Ø¨Ø¹Ø¯ Ù…Ø¹Ø·Ù„ Ú©ÛŒØ§ Ú¯ÛŒØ§ ØªÚ¾Ø§___
#SSP #PSP #Karachi #Pakistan",17/10/2016,0,6,0,0,0,0,0
Police Service Pakistan,"Today Meet... 
#DSPO Saddar Circular Lodhran Mr Shafaqat Atta From Punjab Police. 
#DSPO #PunjabPolice #Lodhran #Pakistan",16/10/2016,0,7,1,0,0,0,0
Police Service Pakistan,"In This Picture Meet... 
#DPO Chilaas Mr Shoaib Khuram Janbaz From #PSP Gilgit Baltistaan... 
#DPO #PSP #Chilaas #Pakistan",15/10/2016,0,3,0,0,0,0,0
Police Service Pakistan,"In this picture ..

The Hardworking Gentleman from Police Service of Pakistan who is presently serving as SSP Dadu.

SP Shabir Sethar from Police Service of Pakistan

#PSP #Pakistan #Police",15/10/2016,0,6,0,0,0,0,0
Police Service Pakistan,"Sad News From Karachi...

#ASI Shahzad Akhtar From Sindh Police Was Martyred Today In Korangi Area Karachi, Sindh

He Was A Very Active Member Of This Page, I'm Lost For Words...
My His Soul Rest In Peace,  Sindh Police Should Take Strict Action Against The Devils... 

#ASI #Shaheed #SindhPolice #Pakistan",13/10/2016,0,5,0,0,0,0,0
Police Service Pakistan,"Meet... 
#ASP Rizwan Tariq From #PSP Pakistan. A Brave N Young Officer In Pakiatan Police Force...
#PSP #Pakistan #PoliceForce",13/10/2016,0,6,0,0,0,0,0
Police Service Pakistan,"In This Picture...

#SSP Saqib Ismail 
#SP Irfan Samo From #PSP Pakistan &  #DC South During 10th Moharram On M.A Jinnah Road Karachi.
#Pakistan #Police #Sindh",13/10/2016,0,4,0,0,0,0,0
Police Service Pakistan,"In This Post Meet... 
Mr Qaiser Bashir Ghumman #ASI From Punjab Police Sialkot.
#ASI #PunjabPolice #Pakistan",13/10/2016,5,27,0,0,2,0,0
Police Service Pakistan,"Today Meet... 
#ASP Suhai Aziz Talpur..
A First #PSP Lady Officer From Lower Sindh. 
#ASP #PSP #Sindh #Pakistan",12/10/2016,4,15,0,0,1,0,0
Police Service Pakistan,"In This Picture Meet...
#DPO Hafizabad Mr Dr. Sardar Ghais Gul From #PSP
#DPO #PSP #Hafizabad #Pakiatan",12/10/2016,0,9,0,0,1,0,0
Police Service Pakistan,,12/10/2016,0,3,0,0,0,0,0
Police Service Pakistan,"In this picture ..

SP Shehla Qureshi from Police Service of Pakistan during Muharram duties.

#Police #Pakistan #Sindh",12/10/2016,1,9,0,0,0,0,0
Police Service Pakistan,"In This Picture Meet Inspector General #IG Mr Durrani From #KPK Pakistan. 
#IG #KPK #Pakiatan",11/10/2016,0,6,0,0,0,0,0
Police Service Pakistan,"Madam Ambreen Ali ASP
#ASP Officer From #PSP
#ASP #PSP #Pakistan",11/10/2016,0,7,0,0,0,0,0
Police Service Pakistan,"In This Picture Meet... 
ASP Muhammad Abdullah Lak From PSP
#ASP #PSP #Pakistan",11/10/2016,0,6,0,0,0,0,0
Police Service Pakistan,"Meet.. 
ASP Sonia Shamroz From KPK
1st Female #PSP Officer In KPK
#ASP #PSP #KPK #Pakistan",11/10/2016,0,9,0,0,0,0,0
Police Service Pakistan,"Meet... 
Sub Inspector Mr Sadaqat Ullah From Punjab Police... 
#Police #Punjab #Pakistan",11/10/2016,0,2,0,0,0,0,0
Police Service Pakistan,"In this picture ..

SSP Capt (r) Muhammad Sohail Chaudhry.
District Police Officer Sargodha.

#PSP #Pakistan #Police #Punjab",11/10/2016,0,6,0,0,0,0,0
Police Service Pakistan,"Meet... 
ASI Rana Younas From Punjab Police... 
#PunjabPolice #PSP #Pakistan",11/10/2016,0,37,2,0,3,1,0
Police Service Pakistan,"In this picture ..

SSP Operations Rawalpindi Mr. Irfan Khan Tariq during Muharram Duties.

#Police #PSP #Pakistan #Rawalpindi",11/10/2016,0,10,0,0,0,0,0
Police Service Pakistan,"Meet ..

Mr Attaullah Khan Chandio from Police Service of Pakistan
posted as SSP Hyderabad Crime Branch.

#PSP #Pakistan #Hyderabad #Sindh",10/10/2016,0,3,0,0,0,0,0
Police Service Pakistan,,07/10/2016,0,4,0,0,0,0,0
Police Service Pakistan,,05/10/2016,0,1,0,0,0,0,0
Police Service Pakistan,"ÚˆÛŒ Ù¾ÛŒ Ø§Ùˆ Ú¯Ø¬Ø±Ø§Øª Ø³ÛÛŒÙ„ Ø¸ÙØ± Ú†Ù¹Ú¾Û ØµØ§Ø­Ø¨ PSP Ú©ÛŒ ÙˆØ§Ù„Ø¯Û Ù…Ø­ØªØ±Ù…Û Ù‚Ø¶Ø§Ø¡ Ø§Ù„ÛÛŒ Ø³Û’ ÙˆÙØ§Øª Ù¾Ø§ Ú¯Ø¦ÛŒÛŒ ÛÛŒÚº
Ø§Ù„Ù„Û Ù¾Ø§Ú© Ø¬Ù†Øª Ø§Ù„ÙØ±Ø¯ÙˆØ³ Ù…ÛŒÚº Ø¬Ú¯Û Ø¹Ø·Ø§ ÙØ±Ù…Ø§Ø¦ÛŒÚºÛ” Ø¢Ù…ÛŒÙ†!",05/10/2016,0,3,0,0,0,0,0
Police Service Pakistan,"One of our patrol cars while chasing a suspect vehicle had an accident last night. Young Constable Irfan Ahmed sustained serious head injuries and is critical. He is right now undergoing brain surgery; plz pray for his life.
#Admin",01/10/2016,0,2,1,0,0,0,0
Police Service Pakistan,"Up-Upgrading Of The Poats Of Constable,  Head-Constable & Assiatant Sub-Inspector Of Punjab Police By Government Of Punjab Finance Department On 28 September 2016 Order To The A/G Finance  For Inspector General Of Punjab Police... 
#Admin",01/10/2016,0,2,0,0,0,0,0
Police Service Pakistan,"Ø§Ù†Ø³Ù¾Ú©Ù¹Ø± Ø¬Ù†Ø±Ù„ Ù¾ÙˆÙ„ÛŒØ³ Ù¾Ù†Ø¬Ø§Ø¨ Ù…Ø´ØªØ§Ù‚ Ø§Ø­Ù…Ø¯ Ø³Ú©Ú¾ÛŒØ±Ø§ Ù†Û’ 09 Ù¾ÙˆÙ„ÛŒØ³ Ø§ÙØ³Ø±Ø§Ù† Ú©Û’ ØªÙ‚Ø±Ø±ÛŒ Ùˆ ØªØ¨Ø§Ø¯Ù„Û’ Ú©Û’ Ø§Ø­Ú©Ø§Ù…Ø§Øª Ø¬Ø§Ø±ÛŒ Ú©ÛŒÛ’ ÛÛŒÚºÛ”
ØªÙØµÛŒÙ„Ø§Øª Ú©Û’ Ù…Ø·Ø§Ø¨Ù‚ØŒØªÙ‚Ø±Ø±ÛŒ Ú©Û’ Ù…Ù†ØªØ¸Ø±ØŒ Ø§ÛŒØ³ Ø§ÛŒØ³ Ù¾ÛŒ Ù…Ø­Ù…Ø¯ ÛŒÙˆØ³Ù Ù…Ù„Ú© Ú©Ùˆ Ø§ÛŒØ³ Ø§ÛŒØ³ Ù¾ÛŒ PHP ÚˆÛŒ Ø¬ÛŒ Ø®Ø§Ù† Ú©ÛŒ Ø®Ø§Ù„ÛŒ Ø¢Ø³Ø§Ù…ÛŒ Ù¾Ø± ØŒØªÙ‚Ø±Ø±ÛŒ Ú©Û’ Ù…Ù†ØªØ¸Ø±ØŒ Ø§ÛŒØ³ Ø§ÛŒØ³ Ù¾ÛŒ Ø¹Ø¨Ø¯Ø§Ù„ØºÙØ§Ø±Ù‚ÛŒØµØ±Ø§Ù†ÛŒ Ú©Ùˆ ÚˆÙ¾Ù¹ÛŒ ÚˆØ§Ø¦Ø±ÛŒÚ©Ù¹Ø± Ø§ÛŒÚˆÙ…Ù†Ø³Ù¹Ø±ÛŒØ´Ù† Ø§ÛŒÙ„ÛŒÙ¹ Ù¾ÙˆÙ„ÛŒØ³ ÙÙˆØ±Ø³ Ù¾Ù†Ø¬Ø§Ø¨ Ù„Ø§ÛÙˆØ± Ú©ÛŒ Ø®Ø§Ù„ÛŒ Ø¢Ø³Ø§Ù…ÛŒ Ù¾Ø±ØŒ Ø§ÛŒØ³ Ù¾ÛŒ Ø§Ù†ÙˆØ³Ù¹ÛŒ Ú¯ÛŒØ´Ù† Ø¨ÛØ§ÙˆÙ„Ù†Ú¯Ø± Ù…Ø­Ù…Ø¯ Ù…Ø³Ø¹ÙˆØ¯ Ø±Ø¶Ø§ Ú©Ùˆ Ø§ÛŒØ³ Ù¾ÛŒ Ø§Ù†ÙˆØ³Ù¹ÛŒ Ú¯ÛŒØ´Ù† Ø´ÛŒØ®ÙˆÙ¾ÙˆØ±Û Ú©ÛŒ Ø®Ø§Ù„ÛŒ Ø¢Ø³Ø§Ù…ÛŒ Ù¾Ø±ØŒ Ø§ÛŒØ³ Ù¾ÛŒ Ù¹Ø±ÛŒÙÚ© Ù…Ù„ØªØ§Ù† Ø±ÛŒØ¬Ù† ÛŒÙˆØ³Ù Ø¹Ù„ÛŒ Ø´Ø§ÛØ¯ Ú©Ùˆ Ø³ÛŒÙ†Ø¦Ø± Ù¹Ø±ÛŒÙÚ© Ø¢ÙÛŒØ³Ø± Ø±Ø§ÙˆÙ„Ù¾Ù†ÚˆÛŒ Ú©ÛŒ Ø®Ø§Ù„ÛŒ Ø¢Ø³Ø§Ù…ÛŒ Ù¾Ø± Ø¬Ø¨Ú©Û ADIG  Ø³Ø±Ú¯ÙˆØ¯Ú¾Ø§ Ø±ÛŒØ¬Ù† ÚˆÛŒ Ø§ÛŒØ³ Ù¾ÛŒ Ù…Ø­Ù…Ø¯ Ø§Ú©Ø¨Ø± Ø®Ø§Ù† Ú©Ùˆ Ø§ÛŒØ³ ÚˆÛŒ Ù¾ÛŒ Ø§Ùˆ Ø¬ÙˆÛØ± Ø¢Ø¨Ø§Ø¯ Ø®ÙˆØ´Ø§Ø¨ Ú©ÛŒ Ø®Ø§Ù„ÛŒ Ø¢Ø³Ø§Ù…ÛŒ Ù¾Ø±ØŒ ØªÙ‚Ø±Ø±ÛŒ Ú©Û’ Ù…Ù†ØªØ¸Ø± ÚˆÛŒ Ø§ÛŒØ³ Ù¾ÛŒ Ù…Ø­Ù…Ø¯ Ø¹Ø«Ù…Ø§Ù† Ú©Ùˆ ÚˆÛŒ Ø§ÛŒØ³ Ù¾ÛŒ ÚˆÙˆÙ„ÙÙ† Ø³Ú©ÙˆØ§Úˆ Ù„Ø§ÛÙˆØ± Ú©ÛŒ Ø®Ø§Ù„ÛŒ Ø¢Ø³Ø§Ù…ÛŒ Ù¾Ø± ØŒÚˆÛŒ Ø§ÛŒØ³ Ù¾ÛŒ Ø§Ù†Ú†Ø§Ø±Ø¬ / Ú©Ù…Ø§Ù†ÚˆÙ†Ù¹ ØŒ SPU Ù†Ù†Ø¯ÛŒ Ù¾ÙˆØ± Ú¯ÙˆØ¬Ø±Ø§Ù†ÙˆØ§Ù„Û Ø²Ø§ÛØ¯ Ù¾Ø±ÙˆÛŒØ² Ú©Ùˆ ÚˆÛŒ Ø§ÛŒØ³ Ù¾ÛŒ Ø¢Ø±Ú¯Ù†Ø§Ø¦Ø²Úˆ Ú©Ø±Ø§Ø¦Ù… Ú¯Ø¬Ø±Ø§Øª Ú©ÛŒ Ø®Ø§Ù„ÛŒ Ø¢Ø³Ø§Ù…ÛŒ Ù¾Ø±ØŒ ØªÙ‚Ø±Ø±ÛŒ Ú©Û’ Ù…Ù†ØªØ¸Ø±ØŒ ÚˆÛŒ Ø§ÛŒØ³ Ù¾ÛŒ Ù…Ø¹ÛŒÙ† Ø§Ø´Ø±Ù Ú©Ùˆ ÚˆÛŒ Ø§ÛŒØ³ Ù¾ÛŒ Ø§Ù†Ú†Ø§Ø±Ø¬ / Ú©Ù…Ø§Ù†ÚˆÙ†Ù¹ ØŒ SPU Ù†Ù†Ø¯ÛŒ Ù¾ÙˆØ± Ú¯ÙˆØ¬Ø±Ø§Ù†ÙˆØ§Ù„Û Ø§ÙˆØ± ØªÙ‚Ø±Ø±ÛŒ Ú©Û’ Ù…Ù†ØªØ¸Ø±ØŒ ÚˆÛŒ Ø§ÛŒØ³ Ù¾ÛŒ ÛÙ…Ø§ÛŒÙˆÚº Ø§ÙØªØ®Ø§Ø±Ú©Ùˆ ÚˆÛŒ Ø§ÛŒØ³ Ù¾ÛŒ Ø³ÛŒÚ©ÛŒÙˆØ±Ù¹ÛŒ ÚˆÙˆÛŒÚ˜Ù† VIII- (7 Ú©Ù„Ø¨ Ø±ÙˆÚˆ ) Ù„Ø§ÛÙˆØ± Ú©ÛŒ Ø®Ø§Ù„ÛŒ Ø¢Ø³Ø§Ù…ÛŒ Ù¾Ø±ØªØ¹ÛŒÙ†Ø§Øª Ú©ÛŒØ§ ÛÛ’Û”",01/10/2016,0,0,0,0,0,0,0
Police Service Pakistan,Good Job SI Of Punjab Police,01/10/2016,0,5,0,0,0,0,0
Police Service Pakistan,Ø§ÛŒØ³ Ù¾ÛŒ Ø§Ù†ÙˆÛŒØ³Ù¹ÛŒ Ú¯ÛŒØ´Ù† Ø³ÛŒØ§Ù„Ú©ÙˆÙ¹ Ù…ÛŒÚˆÛŒÙ… Ø±ÙØ¹Øª Ø­ÛŒØ¯Ø± Ø¨Ø®Ø§Ø±ÛŒ ÙØ±Ø§Ù… PSP Ù†Û’ Ø¶Ù„Ø¹ Ø¨Ú¾Ø± Ú©Û’ ÚˆÛŒ Ø§ÛŒØ³ Ù¾ÛŒ ØµØ§Ø­Ø¨Ø§Ù† ØŒ Ø§ÛŒØ³ Ø§ÛŒÚ† Ø§Ùˆ ØµØ§Ø­Ø¨Ø§Ù†ØŒ Ù…Ø­Ø±Ø±Ø§Ù†ØŒ Ú©Ù…Ù¾ÛŒÙˆÙ¹Ø± Ø¢Ù¾Ø±ÛŒÙ¹Ø±Ø² Ø§ÙˆØ± ÙØ±Ù†Ù¹ ÚˆØ³Ú© Ù…Ù„Ø§Ø²Ù…ÛŒÙ† Ø³Û’ Ø¯ÙØªØ± Ù¾ÙˆÙ„ÛŒØ³ Ù…ÛŒÚº Ù…ÛŒÙ¹Ù†Ú¯ Ú©ÛŒ Ø§ÙˆØ± Ø¢Ø¦ÛŒ Ø¬ÛŒ ØµØ§Ø­Ø¨ Ù¾Ù†Ø¬Ø§Ø¨ Ú©ÛŒ ÛØ¯Ø§ÛŒØ§Øª Ú©Û’ Ù…Ø·Ø§Ø¨Ù‚ Ø§Ù†ÙˆØ³Ù¹ÛŒ Ú¯ÛŒØ´Ù† Ø±ÛŒÚ©Ø§Ø±Úˆ Ú©ÛŒ ØªÚ©Ù…ÛŒÙ„ Ø¨Ø±ÙˆÙ‚Øª Ø§ÙˆØ± Ø¯Ø±Ø³Øª Ú©ÛŒ Ø¬Ø§Ø¦Û’ Û”,30/09/2016,0,6,0,0,0,0,0
Police Service Pakistan,"Passing out prad today at pc 6 froqabad
Chief guest DIG Abu Baker khuda bakhsh depty commandant pc froqabad
#Admin",30/09/2016,0,4,0,0,0,0,0
Police Service Pakistan,"In this picture Meet... 

ASP Mohammad Imran Khokhar from Police Service of Pakistan.

#PSP #Pakistan #Sindh",30/09/2016,0,4,0,0,0,0,0
Police Service Pakistan,"Senior Police Officers  Of Punjab Police Look At Thare
#Admin",30/09/2016,0,2,0,0,0,0,0
Police Service Pakistan,"In this picture ..

SSP Usman Ghani Siddiqui 
SSP Faisal Basheer
Addl. IGP Ghulam Qadir Thebo from Police Service of Pakistan , current serving in the ACE Department Sindh.
#Admin",20/09/2016,0,2,0,0,0,0,0
Police Service Pakistan,"Today peace conference in geraj hotel sialkot with Mr Tariq Mehmood Sukhera S. DPO Sadar Sialkot,Muhammad ali SHO Sadar Sialkot, Tahir Gondal sb SHO Kotli Said Mir Mujassam Zarkhiz Khan Adv voice chairman u/c bhagwal,
#Admin",20/09/2016,0,3,0,0,0,0,0
Police Service Pakistan,"This scene from the song #HumarayDost is inspired by the heroic and courageous examples set by many police officers who without worrying about their own life stopped the suicide bombers and saved the lives of countless Pakistanis. 

Among those brave police officers is 24-year-old police constable, Junaid Khan, who sacrificed his life by stopping a suicide bomber and prevented what could have been a large-scale massacre in Mardan. 

#PakistanPoliceHeroes #NeverForget #FallenHeroes #PoliceServicePakistan
#Admin",20/09/2016,0,2,0,0,0,0,0
Police Service Pakistan,#AdminPSP,19/09/2016,0,0,0,0,0,0,0
Police Service Pakistan,#AdminPSP,19/09/2016,0,1,0,0,0,0,0
Police Service Pakistan,"Ø§Ù¾Ù†Û’ Ø¨Ú†ÙˆÚº Ú©Ùˆ Ø¨Ú¾ÛŒ Ø¨ØªØ§Ø¦ÛŒÚº Ú©Û Ù¾ÙˆÙ„ÛŒØ³ Ø¨Ú†ÙˆÚº Ú©ÛŒ Ø¯ÙˆØ³Øª ÛÛ’ ÛŒÛ ØºÙ„Ø·ÛŒ Ú©Ø±Ù†Û’ Ù¾Ø± Ø¢Ù¾ Ú©Ùˆ Ø¬ÛŒÙ„ Ù…ÛŒÚº Ù†ÛÛŒÚº ÚˆØ§Ù„Û’ Ú¯ÛŒ Ø¨Ù„Ú©Û Ø¢Ù¾ Ú©ÛŒ Ù…Ø¯Ø¯ Ú©Ø±Û’ Ú¯ÛŒ Û”Û”Û”Û” ÛŒØ§Ø¯ Ø±ÛÛ’ Ú©Ø¦ÛŒ Ø¨Ú†Û’ Ø§Ø³ Ù„Ø¦Û’ Ø¨Ú¾ÛŒ Ø­Ø§Ø¯Ø«Ø§Øª Ú©Ø§ Ø´Ú©Ø§Ø± ÛÙˆ Ø¬Ø§ØªÛ’ ÛÛŒÚº Ú©Û Ø§Ù†ÛÛŒÙ† Ù„Ú¯ØªØ§ ÛÛ’ Ø§Ù† Ú©ÛŒ ØºÙ„Ø·ÛŒ ÛÛ’ Ø§ÙˆØ± ÙˆÛ Ù¾ÙˆÙ„ÛŒØ³ Ú©Ùˆ Ø¨ØªØ§Ø¦ÛŒÚº Ú¯Û’ ØªÙˆ Ø¬ÛŒÙ„ Ø¬Ø§Ù†Ø§ Ù¾Ú‘Û’ Ú¯Ø§ Û” Ø¬ÛŒØ³Û’ Ú©Û ÙˆØ§Ù„Ø¯ÛŒÙ† Ø³Û’ Ù†Ø§Ø±Ø§Ø¶ ÛÙˆ Ú©Ø± ØºØµÛ’ Ù…ÛŒÚº  Ú¯Ú¾Ø± Ø³Û’ Ù†Ú©Ù„ Ø¬Ø§Ù†Ø§ Ø§ÙˆØ± Ù¾Ú¾Ø± Ø±Ø§Ø³ØªÛ Ø¨Ú¾ÙˆÙ„ Ø¬Ø§Ù†Ø§ Û”Û” Ø§Ø¨ ØªÚ© Ø§ÛŒØ³Û’ Ú©Ø¦ÛŒ Ú©ÛŒØ³ Ø³Ø§Ù…Ù†Û’ Ø¢ Ú†Ú©Û’ ÛÛŒÚº
#Admin",19/09/2016,3,5,1,0,1,0,0
Police Service Pakistan,"SHO Site B Hyderabad Mr. Imran Rasheed sustained 2 bullets wounds a couple of days back and is admitted to a Local Hospital.

Please pray for his speedy recovery
#Admin",19/09/2016,0,2,0,0,0,0,0
Police Service Pakistan,,17/09/2016,0,3,0,0,0,0,0
Police Service Pakistan,,17/09/2016,0,1,0,0,0,0,0
Lahore School System & College Islamabad Campus,Urdu reading circle,02/10/2016,0,0,0,0,0,0,0
Lahore School System & College Islamabad Campus,,27/09/2016,0,0,0,0,0,0,0
Lahore School System & College Islamabad Campus,"May Allahâ€™s blessings be with you today and always. Hope that you are guided by your faith in the Almighty and shine in his divine blessings. On the Holy event of Bakra Eid that commends the Hajj, may you be loaded with joy and may each progression of your trip through life be honored by Allah. Hope Love and Laugher, warmth, wishes, joy and a bouquet of Eid wishes, jubilations, become a part of your Eid and Life.
Eid Ul Adha is Eid of sacrifice and commitment to ALLAH orders, May ALLAH bless us with the same in all circles of life, And help all amongst us, who are helpless, worried, and waiting for his rehmmat!
 Happy Bakra Eid Mubarak to All of Youâ€¦â€¦",13/09/2016,1,24,0,0,0,0,0
Lahore School System & College Islamabad Campus,,07/09/2016,0,2,0,0,0,0,0
Lahore School System & College Islamabad Campus,Campus 2,07/09/2016,2,32,0,0,1,0,0
Lahore School System & College Islamabad Campus,6th September : Defense Day celebration in PWD campus (campus1),07/09/2016,0,34,0,0,0,0,0
Lahore School System & College Islamabad Campus,,06/09/2016,0,31,0,0,1,1,0
Lahore School System & College Islamabad Campus,,06/09/2016,0,39,0,0,0,1,0
Lahore School System & College Islamabad Campus,,06/09/2016,0,42,0,0,0,0,0
Lahore School System & College Islamabad Campus,,06/09/2016,0,20,0,0,0,0,0
Lahore School System & College Islamabad Campus,,06/09/2016,0,0,0,0,0,0,0
Indus School Islamabad,"As part of their science curriculum, students of grade 5 learnt about 'Food and Diet'. At the end of the week they gave group presentations with the help of information charts to their classmates.",24/10/2016,0,16,1,0,0,0,0
Indus School Islamabad,Importance of summer homework cannot be denied. We at Indus school do not just take pride in preparing a fun learning summer pack but also always recognize the effort of our students. A special ceremony was conducted in which students from each class were rewarded on the presentation and completion of their summer homework. Well done students!,24/10/2016,1,22,0,0,0,0,0
Indus School Islamabad,Crazy things happening at our morning session of LearnObots right now! (watch in HD),22/10/2016,3,6,0,0,1,0,0
Indus School Islamabad,"Dear Students & Parents, 

Pls note. Extra coaching classes for grades 8-10 have been scheduled for Saturday 22 Oct, 2016. Timings of which are: 9:30 am - 12:30 pm. 

Attendance mandatory. 

Regards,
Academic Coordinator (Secondary)",21/10/2016,1,4,0,0,0,0,0
Indus School Islamabad,Students were introduced to benefits of healthy food and warned against the excessive intake of junk food. A medical report of each student was prepared with their data consisting of their weight and height according to their age.,19/10/2016,2,34,0,0,1,1,0
Indus School Islamabad,We have a doctor in and lots of activities happening at our primary section today. Pics coming shortly!,19/10/2016,2,20,1,0,0,0,0
Indus School Islamabad,Haroon Asif of Grade 5,15/10/2016,0,9,0,0,0,0,0
Indus School Islamabad,Kids doing soldering in our afternoon session of LearnObots,15/10/2016,0,6,0,0,0,0,0
Indus School Islamabad,LearnObots morning session at Indus School Islamabad,15/10/2016,0,15,0,0,1,0,0
Indus School Islamabad,,15/10/2016,0,8,0,0,1,0,0
Indus School Islamabad,"Dear Students and Parents-

This is to notify that school shall remain closed on account of Ashura Holidays from Tuesday 11th October, 2016 till Wednesday 12th October, 2016 as per the directives of the government. We shall reopen on Thursday 13th October, 2016 with regular working hours.

-Admin Office",10/10/2016,0,16,0,0,0,0,0
Indus School Islamabad,,09/10/2016,0,10,0,0,0,0,0
Indus School Islamabad,LearnObots session at our school today,08/10/2016,2,18,0,0,1,0,0
Indus School Islamabad,"Dear Parents-

A PTM at our secondary section has been scheduled for grades 6-10 on Friday 7th Oct between 9:00-11:00am. Checkpoint results will be announced and discussed on that day. 

Kindly save the date.",01/10/2016,1,5,0,0,0,0,0
Indus School Islamabad,"LearnObots sessions at Indus School every Saturday. Don't miss the fun and learning, all in one!",01/10/2016,3,16,0,0,1,0,0
Indus School Islamabad,Revised Date Sheet for Checkpoint 1 (Secondary Section),19/09/2016,0,6,0,0,0,0,0
Indus School Islamabad,Throwback to when we started. Memories!,12/09/2016,0,41,0,0,0,0,0
Indus School Islamabad,LearnObots morning & afternoon session will not be held on 10th & 17th Sep on account of Eid holidays. They will resume from 24th Sep. Have a blessed Eid!,09/09/2016,1,4,0,0,0,0,0
Indus School Islamabad,,08/09/2016,0,50,0,0,1,1,0
Indus School Islamabad,A colourful ceremony to commemorate 6th Sep was held at our primary section. Pics to follow shortly!,07/09/2016,0,19,0,0,0,0,0
Indus School Islamabad,Session 2016-17,05/09/2016,2,13,0,0,0,0,0
Indus School Islamabad,Call for a short film contest. A media team visited our secondary section looking for talent. Will the winner be selected from our school?,03/09/2016,0,13,0,0,0,0,0
The City School E-11 Campus,,25/10/2016,1,0,0,0,0,0,0
The City School E-11 Campus,,24/10/2016,1,2,0,0,0,0,0
The City School E-11 Campus,,24/10/2016,1,15,1,0,0,0,0
The City School E-11 Campus,,22/10/2016,0,39,0,0,2,0,0
The City School E-11 Campus,,21/10/2016,0,39,0,0,2,0,0
The City School E-11 Campus,Very Well Presented By Students of  5  C  of Junior Section,20/10/2016,0,24,0,0,0,0,0
The City School E-11 Campus,Class Activities,20/10/2016,3,28,0,0,3,0,0
The City School E-11 Campus,,18/10/2016,0,0,0,0,0,0,0
The City School E-11 Campus,"A Teacher Takes a Hand, Opens a Mind and Touches a Heart",15/10/2016,2,60,3,0,2,0,0
The City School E-11 Campus,"Dear Parents / Guardians,
This is to inform you that the First Parent Teacher Meeting for the Academic Year 2016-2017 will be held today on Friday, 14th October, 2016 from 2:30 pm to 5:00 pm. We do hope you will make an effort to be present. Kindly follow the time allotted to avoid any mix up or delay. So please be punctual.        
With best regards,
Mehwash Ibrar",14/10/2016,0,15,0,0,0,0,0
The City School E-11 Campus,#thecityschool#,11/10/2016,5,57,0,0,3,0,0
The City School E-11 Campus,,10/10/2016,1,18,0,0,0,0,0
The City School E-11 Campus,"Dear Parents,
This is to inform you that The City School E-11 Campus will remain closed on Tuesday, 11th October, 2016 and Wednesday, 12th October, 2016 on account of Ashura.
Students will report back on Thursday, 13th October, 2016 with regular school timings.
Regards,
Mehwash Ibrar 
Principal
E-11 Campus
Islamabad",10/10/2016,1,30,0,0,0,0,0
The City School E-11 Campus,,08/10/2016,1,70,0,0,0,0,0
